@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,yes
52.83205,blue-collar,single,secondary,no,494.636743,no,no,cellular,16.080009,jul,659.423001,3.836025,-1,0,yes
30,blue-collar,married,primary,no,-336,no,no,cellular,10,jul,128,6,-1,0,no
30,technician,married,secondary,no,616,yes,no,cellular,6,may,19,1,-1,0,no
53,management,married,tertiary,no,37,no,no,cellular,28,aug,51,9,-1,0,no
79,retired,divorced,unknown,no,2628,no,no,telephone,8,jul,220,7,450,2,no
24.713681,blue-collar,married,secondary,no,58.296871,no,no,cellular,14.576082,may,482.614278,6.131784,-1,0,yes
21,services,single,secondary,no,361,no,no,telephone,5,jun,329,1,95,1,no
33,technician,divorced,tertiary,no,-386,yes,no,unknown,23,may,530,1,-1,0,no
33,entrepreneur,married,tertiary,no,595,no,no,cellular,7,aug,22,2,-1,0,no
28,admin.,single,secondary,no,189,yes,no,cellular,31,jul,68,2,-1,0,no
47.790492,management,married,secondary,no,2186.496605,no,no,cellular,18.184602,may,500.06964,2.919456,43.048207,0.918599,yes
46.292312,blue-collar,single,primary,no,2079.962161,yes,no,cellular,6.199244,may,1271.215396,4.873437,141.723525,0.534781,yes
59,services,married,secondary,no,204,no,no,cellular,23,jul,286,2,-1,0,no
52.127409,management,married,primary,no,3345.506558,no,no,cellular,14.044614,nov,633.583353,4,-1,0,yes
38,admin.,married,secondary,no,3190,yes,no,unknown,20,jun,20,2,-1,0,no
27.908758,technician,married,secondary,no,4505.309191,yes,no,cellular,12.472536,may,770.792144,1.480023,-1,0,yes
31,admin.,single,secondary,no,2104,yes,no,unknown,3,jun,455,1,-1,0,no
40.644144,admin.,married,secondary,no,2388.241449,no,no,cellular,20.947568,oct,190.04213,1.345507,189.13905,1.921633,yes
36.470725,technician,married,secondary,no,2450.525572,no,no,cellular,16.503627,feb,126.870289,2.736692,1.829456,0.166452,yes
42.878084,management,single,tertiary,no,4978.445433,no,no,cellular,10.494838,oct,400.952796,2,-1,0,yes
32.376586,admin.,married,secondary,no,639.560639,yes,no,cellular,8.268881,may,495.346066,1.825854,347.082754,2.871657,yes
22.916592,student,single,secondary,no,314.598195,no,no,cellular,21.176761,oct,173.004938,2.109117,-1,0,yes
34.676727,management,divorced,secondary,no,1.079756,no,no,cellular,19.047866,apr,141.335005,2.888309,-1,0,yes
49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,158,1,59,2,no
33,blue-collar,married,tertiary,no,1465,no,no,cellular,19,aug,98,4,-1,0,no
50,technician,divorced,unknown,no,2706,yes,no,unknown,28,may,179,3,-1,0,no
50.087764,blue-collar,married,secondary,no,4084.248201,no,no,cellular,15.584388,oct,342.633165,2.441517,20.213629,1.242253,yes
48.19566,management,married,secondary,no,593.403002,yes,no,cellular,19.263681,sep,348.63197,2.33182,401.854538,1.066122,yes
28,admin.,single,secondary,no,26,yes,no,cellular,7,may,227,2,-1,0,no
42,blue-collar,married,secondary,no,130,yes,no,unknown,29,may,285,1,-1,0,no
35,management,single,tertiary,no,714,yes,no,cellular,26,aug,135,22,-1,0,no
48.027735,admin.,married,secondary,no,2286.204602,no,no,cellular,16.801802,feb,241.496543,3.3487,-1,0,yes
49.959662,admin.,married,secondary,no,2494.465645,no,no,cellular,7.490634,jun,334.318105,3.66281,141.025743,2.84034,yes
43,management,married,tertiary,no,2886,no,no,cellular,20,nov,230,1,-1,0,no
33.906783,retired,married,secondary,no,952.8839,no,no,cellular,13,may,707.499023,1,-1,0,yes
33,housemaid,married,primary,no,212,yes,no,cellular,11,jul,260,2,-1,0,no
28.615007,management,married,secondary,no,-241.971745,yes,yes,cellular,17.872792,may,605.741211,3.934335,329.692458,2.883027,yes
42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,yes
48,blue-collar,married,primary,no,1092,no,yes,cellular,18,nov,79,1,172,8,no
32,self-employed,married,tertiary,no,3601,no,no,cellular,22,aug,171,15,-1,0,no
46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,yes
55,retired,married,primary,no,4424,no,no,cellular,5,aug,67,4,-1,0,no
34,blue-collar,married,secondary,no,1897,yes,yes,cellular,19,nov,441,1,-1,0,no
46.101777,management,married,tertiary,no,2909.572587,no,no,cellular,27.770408,aug,835.445191,5.799337,-1,0,yes
54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,yes
51,management,single,tertiary,no,2139,no,no,cellular,17,nov,176,2,-1,0,no
51,self-employed,married,secondary,no,95,yes,no,cellular,23,jul,1309,4,-1,0,yes
43,blue-collar,divorced,primary,no,92,yes,no,unknown,15,may,237,2,-1,0,no
32,blue-collar,divorced,secondary,no,0,yes,no,unknown,2,jun,746,2,-1,0,no
48.354971,management,married,primary,no,3367.000184,no,no,cellular,15.30584,nov,134.876968,2.594315,21.062921,0.000859,yes
55,admin.,married,secondary,no,0,no,no,cellular,23,sep,180,2,238,3,no
45,entrepreneur,married,primary,no,2418,yes,no,unknown,14,may,120,1,-1,0,no
56,retired,married,tertiary,no,478,no,no,cellular,5,feb,97,1,-1,0,no
46,management,single,secondary,no,295,yes,no,unknown,23,may,141,6,-1,0,no
70.715623,housemaid,married,primary,no,912.573562,no,no,cellular,9.284557,apr,395.547949,1.745505,-1,0,yes
32,management,single,tertiary,no,474,yes,no,cellular,7,aug,90,3,-1,0,no
79.476962,management,married,tertiary,no,1190.975274,no,no,cellular,9.04245,jun,191.501475,1.112887,-1,0,yes
35,blue-collar,married,primary,no,378,yes,no,unknown,16,may,427,3,-1,0,no
40,self-employed,married,primary,no,92,yes,no,unknown,13,may,92,1,-1,0,no
46,management,divorced,secondary,no,-852,no,yes,cellular,29,aug,728,2,-1,0,no
47.177858,management,married,secondary,no,-0.008308,yes,no,cellular,22.185681,may,634.604272,1,199.196738,0.626974,yes
29.797592,services,single,secondary,no,161.363713,no,no,cellular,22.12404,may,140.04599,1.911545,-1,0,yes
41,entrepreneur,married,secondary,no,353,no,no,cellular,19,nov,90,2,-1,0,no
38.385466,management,married,secondary,no,837.424354,yes,no,cellular,7.262615,feb,686.173352,2.027136,239.662631,3.480341,yes
32.729806,technician,married,secondary,no,107.962948,no,no,cellular,18.24084,aug,328.332262,1.882105,-1,0,yes
50,blue-collar,married,secondary,no,283,yes,no,cellular,7,aug,226,3,-1,0,no
35,retired,married,primary,no,285,yes,no,cellular,29,jan,136,1,-1,0,no
49.894853,blue-collar,married,secondary,no,4113.583063,no,no,cellular,7.150151,oct,484.540988,1.751221,34.103132,0.031856,yes
39,admin.,single,tertiary,no,2600,yes,no,unknown,17,jun,77,1,-1,0,no
57.267557,retired,married,secondary,no,3727.121529,no,no,cellular,14.78766,apr,218.05586,1,45.002905,1.451336,yes
33.412224,blue-collar,married,secondary,no,663.204896,no,no,cellular,17.127708,jul,960.425517,1.08726,-1,0,yes
30,self-employed,single,tertiary,no,901,yes,yes,unknown,16,may,601,1,-1,0,no
42,technician,single,secondary,no,0,no,no,cellular,21,aug,656,2,-1,0,no
45,technician,divorced,secondary,no,809,yes,no,cellular,13,may,155,2,363,4,no
42,unemployed,divorced,tertiary,no,-166,no,no,cellular,29,aug,85,4,-1,0,no
47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,239,2,-1,0,no
43.647293,services,single,secondary,no,372.993096,yes,no,cellular,9.634051,feb,2055.813773,3.64464,-1,0,yes
32.209094,blue-collar,married,secondary,no,-0.769951,no,no,cellular,18.720611,jul,509.156907,1,-1,0,yes
32,technician,divorced,secondary,no,-399,yes,no,unknown,2,jun,180,1,-1,0,no
53,retired,married,secondary,no,6095,yes,yes,cellular,14,may,410,5,-1,0,no
52.428986,blue-collar,married,tertiary,no,2186.613656,yes,no,cellular,29.68874,may,1047.070454,12.509744,-1,0,yes
32.0861,blue-collar,married,secondary,no,551.721612,no,no,cellular,25.82454,jul,979.294059,10.271536,-1,0,yes
35,management,married,tertiary,no,4286,yes,no,unknown,9,may,357,1,-1,0,no
41,blue-collar,married,primary,no,951,yes,no,cellular,20,apr,23,4,-1,0,no
41.186019,technician,married,secondary,no,7049.694051,no,no,cellular,13.697383,aug,479.281976,1.756617,72.163298,3.080949,yes
32,admin.,single,tertiary,no,-59,no,yes,unknown,4,jul,192,1,-1,0,no
51.009026,management,married,secondary,no,1675.131162,no,no,cellular,11.999995,apr,416.78399,1,272.683425,8.491085,yes
29,blue-collar,married,secondary,no,358,no,no,cellular,21,jul,88,5,-1,0,no
64.882053,management,married,tertiary,no,10059.095767,no,no,cellular,22.766909,jun,195.317221,1.662266,15.206378,0.244061,yes
35,management,married,tertiary,no,0,no,no,cellular,11,jul,89,1,-1,0,no
83,retired,married,secondary,no,0,no,no,cellular,18,mar,140,10,-1,0,no
45.130621,management,divorced,tertiary,no,-66.396905,no,no,cellular,19.054591,oct,264.619663,1,-1,0,yes
37.112803,technician,single,secondary,no,13.453848,no,no,cellular,12.717077,may,1045.158425,1.132739,-1,0,yes
40,technician,divorced,secondary,no,-375,yes,no,cellular,13,may,60,5,-1,0,no
35,self-employed,married,secondary,no,524,yes,no,cellular,21,nov,484,4,-1,0,no
38.979216,management,married,tertiary,no,0,no,no,cellular,13.674097,sep,261.501446,2.703983,71.111338,1.917315,yes
74.398963,management,married,tertiary,no,1340.907672,no,no,cellular,25.642636,may,389.573779,6.999951,59.849172,0.557713,yes
55,technician,married,unknown,no,574,yes,no,cellular,29,jan,243,2,-1,0,no
37.821156,management,married,tertiary,no,2471.208864,yes,no,cellular,27.277118,may,1028.737642,7.192679,-1,0,yes
30,technician,single,tertiary,no,411,no,no,cellular,21,apr,142,1,-1,0,no
50,admin.,married,secondary,no,0,no,no,cellular,4,aug,86,4,-1,0,no
59.439892,management,married,tertiary,no,9773.406511,no,no,cellular,17.795125,jun,171.968312,1.997438,23.126709,0.363466,yes
29,blue-collar,married,secondary,no,228,yes,no,cellular,11,may,12,8,342,9,no
40.697245,management,married,secondary,no,1511.393435,no,no,cellular,16.337174,apr,268.035858,1,12.872417,0.350489,yes
38,management,single,tertiary,no,15030,yes,no,cellular,13,may,167,1,174,7,no
56,blue-collar,married,secondary,no,345,yes,no,telephone,22,jul,605,1,-1,0,no
68.433853,admin.,married,secondary,no,4655.177361,no,no,cellular,12.03963,mar,162.83229,1,-1,0,yes
46,blue-collar,divorced,primary,no,452,yes,no,unknown,9,may,113,4,-1,0,no
49.405028,admin.,married,secondary,no,2390.015575,no,no,cellular,6.980815,nov,247.572839,1,184.730631,2,yes
54,services,married,secondary,no,-22,no,yes,cellular,9,jul,85,1,-1,0,no
27.485942,management,single,tertiary,no,701.403461,yes,no,cellular,5.579351,may,589.461193,2.580209,-1,0,yes
42.375042,services,married,secondary,no,249.421178,yes,no,cellular,14.596718,may,964.016995,2.609548,-1,0,yes
33.531127,technician,married,secondary,no,825.002563,no,no,cellular,13.013499,may,598.812745,1,-1,0,yes
38.235048,blue-collar,single,secondary,no,766.633685,yes,no,cellular,16.254659,jun,1500.877475,1.081924,63.911423,0.310838,yes
49.718742,technician,married,secondary,no,7035.755217,no,no,cellular,19.308834,aug,479.901412,1.927283,22.858318,2.428885,yes
53,blue-collar,married,primary,no,4143,no,no,cellular,15,jul,200,3,-1,0,no
31,management,married,secondary,no,1368,yes,no,cellular,12,aug,129,4,-1,0,no
29.351253,technician,single,secondary,no,1634.905578,no,no,cellular,18.464409,may,705.702549,3.805257,-1,0,yes
49.241583,management,married,secondary,no,-321.709432,yes,no,cellular,25.755277,may,734.695553,1.985309,73.243308,0.639361,yes
34.70073,management,married,secondary,no,1507.436997,no,no,cellular,20.456854,apr,254.986286,1.471883,93.249197,1.118202,yes
32,technician,married,tertiary,no,396,yes,no,cellular,13,may,205,3,-1,0,no
35,housemaid,divorced,secondary,no,39,no,no,cellular,31,jul,149,2,-1,0,no
43.292606,management,married,secondary,no,1807.636219,no,no,cellular,7.335462,jun,181.016902,2.066567,-0.704345,0.403095,yes
40,management,married,tertiary,no,10786,no,no,unknown,20,jun,111,3,-1,0,no
36,management,single,tertiary,no,876,yes,no,unknown,23,may,241,2,-1,0,no
45,technician,married,secondary,no,1415,yes,no,cellular,17,nov,483,1,116,1,no
34,admin.,married,tertiary,no,37,no,no,cellular,6,feb,45,1,-1,0,no
63.187036,retired,married,primary,no,659.548677,no,no,cellular,18.735484,may,365.746155,2.359727,-1,0,yes
48.233081,management,divorced,secondary,no,-316.312823,yes,no,cellular,25.23527,may,696.48043,1.880698,75.554463,0.784068,yes
55,admin.,married,secondary,no,865,yes,no,cellular,27,oct,96,1,111,3,no
35,management,single,tertiary,no,2988,yes,no,cellular,25,may,179,1,-1,0,no
28,blue-collar,married,secondary,no,64,yes,no,unknown,13,may,160,3,-1,0,no
36,management,single,secondary,no,0,no,no,cellular,13,aug,333,5,-1,0,no
66,retired,married,tertiary,no,2262,no,no,cellular,22,apr,155,1,-1,0,no
33.269256,management,single,tertiary,no,5171.754834,no,no,cellular,12.957211,may,195.378427,2.458526,168.87463,4.503327,yes
48.374289,blue-collar,married,secondary,no,40.005734,no,no,cellular,20.295599,aug,532.485228,2.645469,-1,0,yes
48.688935,housemaid,married,primary,no,907.800005,no,no,cellular,5.163558,apr,396.659406,1.295124,-1,0,yes
19.04249,services,single,secondary,no,92.526319,no,no,cellular,8.628617,apr,104.467974,2.056209,-0.75903,4.078978,yes
52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,182,1,yes
55,services,divorced,secondary,yes,-404,yes,no,cellular,22,jul,502,3,-1,0,no
53.121518,admin.,married,secondary,no,17.210359,yes,no,cellular,10.218608,oct,226.951637,2.713433,-1,0,yes
53.528076,admin.,married,secondary,no,3686.429374,no,no,cellular,14.348325,apr,223.994481,1,23.673997,0.952466,yes
35.056322,blue-collar,divorced,secondary,no,-254.976993,yes,no,cellular,16.3201,may,664.303705,1,0.795467,0.064194,yes
26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,no
40,services,single,secondary,no,1547,yes,no,cellular,12,may,88,2,173,1,no
35,unemployed,single,secondary,no,2116,yes,no,cellular,13,may,409,2,-1,0,no
33.793814,admin.,married,secondary,no,755.185517,no,no,cellular,12.294893,may,530.123028,1.511467,329.064342,3.201938,yes
37,admin.,married,secondary,no,749,no,no,cellular,21,apr,219,1,-1,0,no
53.340122,blue-collar,married,secondary,no,968.213075,no,no,cellular,6.686238,jun,1164.394207,2.242174,-1,0,yes
49,technician,married,secondary,yes,-1680,yes,yes,unknown,27,jun,92,4,-1,0,no
41.278157,unemployed,married,secondary,no,1143.133525,yes,no,cellular,12.782444,apr,194.38443,1,411.080519,3.103004,yes
51.619606,management,married,primary,no,3415.535037,no,no,cellular,25.354315,nov,231.923299,1,-1,0,yes
67.852717,retired,married,secondary,no,3831.898969,no,no,cellular,19.269558,apr,253.421818,1.001026,77.246155,0.698761,yes
35.250766,management,single,tertiary,no,5310.940838,no,no,cellular,17.716184,oct,191.466699,1.993961,49.230375,1.730765,yes
38,technician,married,secondary,no,0,no,no,cellular,28,aug,82,4,-1,0,no
28,student,single,secondary,no,378,yes,no,cellular,17,apr,346,1,-1,0,no
38,technician,married,tertiary,no,432,yes,no,cellular,15,may,10,2,373,1,no
37,admin.,married,secondary,no,1123,no,yes,unknown,28,may,138,1,-1,0,no
36.43061,blue-collar,single,secondary,no,-173.121307,yes,no,cellular,17.644415,may,1173.606118,1.857325,288.063823,5.499322,yes
50.128301,blue-collar,married,secondary,no,2093.178218,no,no,cellular,13.964065,feb,113.776378,1,34.246423,0.472374,yes
58,self-employed,married,primary,no,671,yes,no,unknown,17,jun,16,3,-1,0,no
35,blue-collar,married,primary,no,319,yes,no,cellular,16,jul,221,1,-1,0,no
47.727369,management,married,tertiary,no,7742.749377,no,no,cellular,15.876684,jun,161.889502,1.749845,3.579878,0.218963,yes
38,management,married,tertiary,no,0,yes,no,cellular,13,may,537,5,303,2,no
33,technician,married,secondary,no,1844,yes,no,unknown,29,may,241,3,-1,0,no
23,student,single,secondary,no,9216,no,no,cellular,5,jun,471,2,-1,0,no
52.735816,blue-collar,married,secondary,no,4099.540961,no,no,cellular,8.54189,oct,383.420517,2.652429,-1,0,yes
42,services,married,secondary,no,-246,yes,no,unknown,7,may,149,1,-1,0,no
34,services,married,secondary,no,2211,no,no,unknown,8,may,149,1,-1,0,no
52,blue-collar,married,primary,no,1141,yes,no,cellular,12,may,22,5,-1,0,no
33,blue-collar,married,secondary,no,43,yes,no,cellular,14,may,332,2,358,2,no
41,technician,married,secondary,no,0,no,no,cellular,11,mar,101,1,-1,0,no
43,blue-collar,single,primary,no,30,yes,no,unknown,30,may,379,17,-1,0,no
48,management,married,primary,no,247,yes,yes,unknown,14,may,145,1,-1,0,no
46.903825,blue-collar,married,secondary,no,2004.343211,no,no,cellular,8.075549,sep,410.654812,1.154234,147.758455,1.33744,yes
33,technician,married,secondary,no,3470,no,no,cellular,11,aug,285,2,-1,0,no
44.707896,self-employed,married,primary,no,403.779974,no,no,cellular,13.001614,may,862.159834,2.188049,-1,0,yes
31,admin.,divorced,secondary,no,1210,no,no,cellular,16,jul,350,1,-1,0,no
55,technician,single,secondary,no,3339,yes,no,unknown,2,jun,63,1,-1,0,no
34,technician,married,secondary,no,1,yes,no,cellular,19,nov,108,1,-1,0,no
35.154886,blue-collar,married,secondary,no,2110.307418,no,no,cellular,17.15608,feb,215.228206,1,96.497223,1.746813,yes
43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,yes
34,services,married,secondary,no,0,no,yes,unknown,2,jul,193,4,-1,0,no
51.981046,technician,married,secondary,no,199.443104,no,no,cellular,17.950916,apr,222.36061,1.790077,62.709212,2.13212,yes
31,blue-collar,married,secondary,no,79,yes,yes,cellular,23,jul,235,11,-1,0,no
42,technician,married,secondary,no,994,yes,no,cellular,11,aug,149,1,78,5,yes
45,self-employed,married,tertiary,no,334,no,no,unknown,5,jun,87,2,-1,0,no
46,admin.,single,secondary,no,1790,yes,no,unknown,5,jun,214,5,-1,0,no
49,blue-collar,married,secondary,no,8545,yes,yes,cellular,6,may,199,7,167,1,no
31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,no
52,retired,married,secondary,no,424,no,no,cellular,19,nov,143,1,154,3,no
29,management,single,tertiary,no,5980,yes,no,unknown,28,may,317,1,-1,0,no
30,technician,single,tertiary,no,699,yes,no,cellular,11,aug,213,4,-1,0,no
38.576321,management,married,secondary,no,431.361144,no,no,cellular,13.062566,aug,215.830355,4.038848,91.731991,2.006928,yes
29.830791,management,single,tertiary,no,5311.390276,no,no,cellular,16.192076,oct,432.91282,3.192081,44.567138,0.016083,yes
30,blue-collar,married,secondary,no,125,yes,no,unknown,29,may,238,2,-1,0,no
45.229426,management,married,tertiary,no,278.638146,no,no,cellular,29.180747,apr,587.426611,1,-1,0,yes
49.094064,management,married,secondary,no,1786.737626,no,no,cellular,18.4972,oct,331.483198,1.19011,46.373481,0.697963,yes
51,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,no
50,self-employed,married,secondary,no,2061,yes,yes,cellular,29,jan,197,2,244,3,no
47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,yes
44,technician,married,tertiary,no,1146,no,no,cellular,4,jul,178,2,-1,0,no
31,management,married,tertiary,no,4945,no,no,cellular,11,aug,445,1,-1,0,no
33.756896,management,divorced,secondary,no,0.796802,yes,no,cellular,17.388534,apr,142.484876,2.662728,-1,0,yes
31.293226,blue-collar,single,secondary,no,224.347511,no,no,cellular,18.940131,mar,392.703479,1.726701,-1,0,yes
57,self-employed,married,tertiary,yes,-3313,yes,yes,unknown,9,may,153,1,-1,0,no
35.272729,technician,single,secondary,no,199.141076,no,no,cellular,8.662604,jun,390.950093,2.043839,73.804252,1.237361,yes
36.214686,admin.,married,secondary,no,53.720954,no,no,cellular,22.663659,oct,256.018481,1.747724,371.482056,1.735916,yes
39,self-employed,single,tertiary,no,3972,no,no,cellular,30,jul,122,3,-1,0,no
38,management,married,tertiary,no,-558,yes,no,cellular,21,jul,533,1,-1,0,no
40.162629,management,married,primary,no,248.318898,no,no,cellular,9.877842,may,772.59844,1.326151,-1,0,yes
29.680292,management,married,tertiary,no,994.304826,no,no,cellular,22.465196,oct,249.437048,1.358209,38.670821,0.142826,yes
52,services,married,secondary,no,381,no,yes,cellular,25,aug,288,12,-1,0,no
30.11904,management,single,secondary,no,10.102019,no,no,cellular,10.523768,apr,109.566556,2.164885,19.513829,1.583603,yes
58,management,divorced,tertiary,no,1573,yes,yes,cellular,17,nov,279,1,-1,0,no
46,management,single,tertiary,no,46,no,yes,cellular,17,nov,80,1,152,1,no
32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213,1,178,1,no
32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,yes
39.01134,admin.,married,secondary,no,3.820209,no,no,cellular,11.855942,may,486.892662,4.072748,-1,0,yes
47.375381,management,married,secondary,no,659.792813,yes,no,cellular,19.334019,sep,322.565003,2.232027,423.122329,1.338566,yes
58,retired,married,primary,no,3401,yes,no,cellular,3,feb,84,3,265,2,no
62.303036,retired,married,secondary,no,8296.367745,no,no,cellular,5.06286,jun,244.550411,1,-0.0771,2.274306,yes
55.609454,services,married,secondary,no,532.874743,no,no,cellular,11.66534,apr,394.534959,1.106379,33.119424,0.14246,yes
34,technician,single,secondary,no,201,no,no,cellular,22,jul,257,2,-1,0,no
31.760329,admin.,married,secondary,no,4578.704422,no,no,cellular,14.544316,may,393.178024,1.936492,93.380972,0.392032,yes
51,blue-collar,married,secondary,no,397,yes,no,cellular,20,aug,293,2,-1,0,no
40,management,married,tertiary,no,-7,no,yes,telephone,25,jul,697,1,-1,0,no
44,technician,married,secondary,no,10888,yes,no,cellular,5,aug,163,1,-1,0,no
43.54693,management,married,primary,no,3452.452977,no,no,cellular,18.226595,nov,641.825385,3.737844,3.068751,0.604883,yes
46.863746,management,divorced,tertiary,no,1235.956505,no,no,cellular,12.36391,may,706.881896,3.826583,-1,0,yes
53,housemaid,married,primary,no,2581,no,no,cellular,15,apr,99,1,-1,0,no
39.310545,services,single,secondary,no,410.000383,no,no,cellular,12.531882,may,1010.838072,1.934252,-1,0,yes
34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,no
42,technician,divorced,secondary,no,-280,yes,no,unknown,26,may,258,1,-1,0,no
35,services,married,secondary,no,0,yes,no,cellular,18,may,146,2,-1,0,no
44.85116,management,married,secondary,no,-1050.808732,yes,no,cellular,10.21391,jul,404.452091,2.178828,0.673752,0.139576,yes
28,technician,single,tertiary,no,183,yes,yes,unknown,28,may,62,2,-1,0,no
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,7,may,650,1,-1,0,no
52.034888,management,married,tertiary,no,1225.781938,no,no,cellular,20.98707,may,241.038903,3.885837,-1,0,yes
39.860908,management,single,secondary,no,1013.59422,no,no,cellular,12.89201,may,678.811711,1,-1,0,yes
71,retired,married,tertiary,no,14220,yes,no,cellular,9,sep,397,1,-1,0,yes
38.892002,management,married,secondary,no,2924.227051,no,no,cellular,14.643823,feb,692.662627,1.172874,-1,0,yes
33.004131,admin.,married,secondary,no,2402.916425,no,no,cellular,20.574566,oct,138.029757,4.576789,183.412961,1.506413,yes
59.867122,retired,married,primary,no,637.264245,no,no,cellular,6.670665,may,352.935332,3.340226,-1,0,yes
57,blue-collar,married,primary,no,452,yes,no,unknown,13,may,139,4,-1,0,no
35.014453,technician,married,secondary,no,56.221289,no,no,cellular,27.841641,may,796.045269,1.822693,-1,0,yes
38.910835,management,married,primary,no,354.70537,yes,no,cellular,16.130499,may,663.092401,3.945994,257.523901,2.262665,yes
52,admin.,married,secondary,no,395,yes,no,unknown,15,may,391,3,-1,0,no
38,technician,single,secondary,no,311,yes,no,cellular,28,may,61,2,-1,0,no
55.974097,management,married,tertiary,no,1286.392182,no,no,cellular,15.956938,may,361.512586,1.161772,2.410778,0.31041,yes
28,entrepreneur,married,unknown,no,1034,no,no,cellular,29,jan,113,1,-1,0,no
43,services,married,primary,no,2567,yes,no,cellular,14,may,109,1,360,2,no
41,admin.,married,secondary,no,21515,yes,no,unknown,5,jun,87,1,-1,0,no
47.313108,blue-collar,married,secondary,no,89.046037,no,no,cellular,16.396146,jul,1273.296376,2.160227,-1,0,yes
32,admin.,married,tertiary,no,0,yes,no,unknown,5,may,138,1,-1,0,no
62.073109,technician,married,secondary,no,860.235185,no,no,cellular,11.012057,feb,613.41687,1,210.163652,3.42511,yes
65.046013,blue-collar,married,secondary,no,4096.595841,no,no,cellular,16.362165,oct,389.280403,2.572767,-1,0,yes
45,admin.,married,secondary,no,295,yes,no,cellular,23,jul,92,1,-1,0,no
53,entrepreneur,married,primary,no,1034,yes,no,cellular,19,nov,854,2,170,3,no
34,technician,single,tertiary,no,992,yes,no,cellular,4,may,301,1,88,2,no
39.221358,management,married,secondary,no,1023.705801,no,no,cellular,12.958373,may,677.618978,1,-1,0,yes
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,yes
30,student,single,secondary,no,0,yes,no,cellular,19,nov,661,1,-1,0,no
28,management,married,tertiary,no,1480,yes,no,cellular,18,may,143,1,-1,0,no
55,retired,married,primary,no,8894,no,no,unknown,11,jun,262,1,-1,0,no
32.039643,management,married,tertiary,no,12488.737611,no,no,cellular,22.057641,sep,603.958116,1.32794,33.013057,0.323644,yes
31,services,married,tertiary,no,309,yes,yes,unknown,7,may,294,1,-1,0,no
49,technician,married,secondary,no,5996,no,no,telephone,21,nov,345,2,-1,0,no
38.425839,admin.,married,secondary,no,24.588066,no,no,cellular,5.421871,may,432.046304,4.418526,-1,0,yes
38.062105,blue-collar,married,secondary,no,32.521445,yes,no,cellular,19.043908,may,644.105506,1.972426,214.813836,2.454696,yes
38.111044,admin.,married,secondary,no,3581.31223,no,no,cellular,24.984244,nov,297.775487,1.494849,178.707584,0.974535,yes
66,management,single,tertiary,no,6483,no,no,cellular,13,aug,275,1,-1,0,no
42,unemployed,single,secondary,no,2613,yes,no,cellular,30,jul,174,6,-1,0,no
51,self-employed,married,primary,no,307,yes,yes,unknown,17,jun,65,2,-1,0,no
25.191726,management,single,secondary,no,12.969919,no,no,cellular,11.121013,apr,109.605864,2,12.644996,1.129057,yes
42,blue-collar,married,secondary,no,0,yes,no,cellular,21,nov,328,6,-1,0,no
43.658531,management,married,secondary,no,884.308929,yes,no,cellular,11.196954,feb,601.862098,1.935517,181.820424,4.73564,yes
40,self-employed,married,secondary,no,167,yes,yes,cellular,8,may,380,4,295,1,no
30.553058,management,married,secondary,no,1716.898064,no,no,cellular,5.810981,oct,269.066916,1.304672,-1,0,yes
57,services,divorced,secondary,no,4664,no,no,cellular,21,nov,22,4,114,1,no
